src/components/profile/projects.tsx(1062,14): error TS17008: JSX element 'Form' has no corresponding closing tag.
../server/routes-broken.ts(3588,90): error TS1005: '(' expected.
../server/routes-broken.ts(3588,95): error TS1005: ';' expected.
../server/routes-broken.ts(3588,96): error TS1005: ';' expected.
../server/routes-broken.ts(3601,38): error TS1109: Expression expected.
../server/routes-broken.ts(3601,55): error TS1005: ';' expected.
../server/routes-broken.ts(3601,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3601,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3601,88): error TS1005: ';' expected.
../server/routes-broken.ts(3601,90): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3606,40): error TS1109: Expression expected.
../server/routes-broken.ts(3606,57): error TS1005: ';' expected.
../server/routes-broken.ts(3606,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3606,65): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3606,74): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3606,84): error TS1005: '(' expected.
../server/routes-broken.ts(3606,86): error TS1005: ')' expected.
../server/routes-broken.ts(3606,88): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3608,40): error TS1109: Expression expected.
../server/routes-broken.ts(3608,57): error TS1005: ';' expected.
../server/routes-broken.ts(3608,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3608,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3608,71): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3608,76): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3608,86): error TS1005: '(' expected.
../server/routes-broken.ts(3608,95): error TS1005: ';' expected.
../server/routes-broken.ts(3608,98): error TS1005: ';' expected.
../server/routes-broken.ts(3608,100): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3616,38): error TS1109: Expression expected.
../server/routes-broken.ts(3616,55): error TS1005: ';' expected.
../server/routes-broken.ts(3616,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3616,65): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3616,76): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3622,36): error TS1109: Expression expected.
../server/routes-broken.ts(3622,53): error TS1005: ';' expected.
../server/routes-broken.ts(3622,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3622,63): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3622,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3636,38): error TS1109: Expression expected.
../server/routes-broken.ts(3636,55): error TS1005: ';' expected.
../server/routes-broken.ts(3636,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3636,69): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3636,77): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3636,94): error TS1005: '(' expected.
../server/routes-broken.ts(3636,99): error TS1005: ';' expected.
../server/routes-broken.ts(3636,100): error TS1005: ';' expected.
../server/routes-broken.ts(3645,40): error TS1109: Expression expected.
../server/routes-broken.ts(3645,57): error TS1005: ';' expected.
../server/routes-broken.ts(3645,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3645,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3645,78): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3653,40): error TS1109: Expression expected.
../server/routes-broken.ts(3653,57): error TS1005: ';' expected.
../server/routes-broken.ts(3653,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3653,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3653,83): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3653,91): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3653,108): error TS1005: '(' expected.
../server/routes-broken.ts(3653,113): error TS1005: ';' expected.
../server/routes-broken.ts(3653,114): error TS1005: ';' expected.
../server/routes-broken.ts(3656,40): error TS1109: Expression expected.
../server/routes-broken.ts(3656,57): error TS1005: ';' expected.
../server/routes-broken.ts(3656,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3656,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3656,79): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3656,83): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3656,93): error TS1005: '(' expected.
../server/routes-broken.ts(3656,98): error TS1005: ';' expected.
../server/routes-broken.ts(3656,99): error TS1005: ';' expected.
../server/routes-broken.ts(3656,108): error TS1005: ')' expected.
../server/routes-broken.ts(3656,112): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3656,120): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3670,32): error TS1109: Expression expected.
../server/routes-broken.ts(3670,57): error TS1005: ';' expected.
../server/routes-broken.ts(3670,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3670,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3670,76): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3670,89): error TS1005: '(' expected.
../server/routes-broken.ts(3670,94): error TS1005: ';' expected.
../server/routes-broken.ts(3670,95): error TS1005: ';' expected.
../server/routes-broken.ts(3674,34): error TS1109: Expression expected.
../server/routes-broken.ts(3674,59): error TS1005: ';' expected.
../server/routes-broken.ts(3674,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3674,64): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3674,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3674,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3674,78): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3674,80): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3674,94): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3678,36): error TS1109: Expression expected.
../server/routes-broken.ts(3678,61): error TS1005: ';' expected.
../server/routes-broken.ts(3678,63): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3678,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3678,71): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3678,82): error TS1005: '(' expected.
../server/routes-broken.ts(3678,91): error TS1005: ')' expected.
../server/routes-broken.ts(3678,96): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3683,34): error TS1109: Expression expected.
../server/routes-broken.ts(3683,59): error TS1005: ';' expected.
../server/routes-broken.ts(3683,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3683,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3683,77): error TS1005: '(' expected.
../server/routes-broken.ts(3683,85): error TS1005: ')' expected.
../server/routes-broken.ts(3683,89): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3688,36): error TS1109: Expression expected.
../server/routes-broken.ts(3688,61): error TS1005: ';' expected.
../server/routes-broken.ts(3688,63): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3688,66): error TS1228: A type predicate is only allowed in return type position for functions and methods.
../server/routes-broken.ts(3688,69): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3688,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3688,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3688,81): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3688,93): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3695,32): error TS1109: Expression expected.
../server/routes-broken.ts(3695,57): error TS1005: ';' expected.
../server/routes-broken.ts(3695,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3695,65): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3695,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3695,93): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3695,106): error TS1005: '(' expected.
../server/routes-broken.ts(3695,111): error TS1005: ';' expected.
../server/routes-broken.ts(3695,112): error TS1005: ';' expected.
../server/routes-broken.ts(3709,35): error TS1109: Expression expected.
../server/routes-broken.ts(3709,58): error TS1109: Expression expected.
../server/routes-broken.ts(3709,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3709,65): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(3709,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3709,79): error TS1005: '(' expected.
../server/routes-broken.ts(3709,84): error TS1005: ')' expected.
../server/routes-broken.ts(3709,94): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3709,102): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3709,110): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3730,32): error TS1109: Expression expected.
../server/routes-broken.ts(3730,52): error TS1005: ';' expected.
../server/routes-broken.ts(3730,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3730,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3730,73): error TS1005: '(' expected.
../server/routes-broken.ts(3730,82): error TS1005: ';' expected.
../server/routes-broken.ts(3730,91): error TS1005: ';' expected.
../server/routes-broken.ts(3730,94): error TS1005: ')' expected.
../server/routes-broken.ts(3730,99): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3734,34): error TS1109: Expression expected.
../server/routes-broken.ts(3734,54): error TS1005: ';' expected.
../server/routes-broken.ts(3734,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3734,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3734,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3734,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3734,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3734,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3734,89): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3738,36): error TS1109: Expression expected.
../server/routes-broken.ts(3738,56): error TS1005: ';' expected.
../server/routes-broken.ts(3738,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3738,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3738,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3738,77): error TS1005: '(' expected.
../server/routes-broken.ts(3738,86): error TS1005: ')' expected.
../server/routes-broken.ts(3738,91): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3743,34): error TS1109: Expression expected.
../server/routes-broken.ts(3743,54): error TS1005: ';' expected.
../server/routes-broken.ts(3743,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3743,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3743,72): error TS1005: '(' expected.
../server/routes-broken.ts(3743,80): error TS1005: ')' expected.
../server/routes-broken.ts(3743,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3748,36): error TS1109: Expression expected.
../server/routes-broken.ts(3748,56): error TS1005: ';' expected.
../server/routes-broken.ts(3748,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3748,61): error TS1228: A type predicate is only allowed in return type position for functions and methods.
../server/routes-broken.ts(3748,64): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3748,68): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3748,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3748,76): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3748,88): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3755,32): error TS1109: Expression expected.
../server/routes-broken.ts(3755,52): error TS1005: ';' expected.
../server/routes-broken.ts(3755,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3755,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3755,77): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3755,88): error TS1005: '(' expected.
../server/routes-broken.ts(3755,97): error TS1005: ';' expected.
../server/routes-broken.ts(3755,106): error TS1005: ';' expected.
../server/routes-broken.ts(3755,109): error TS1005: ')' expected.
../server/routes-broken.ts(3755,114): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(3774,29): error TS1005: ';' expected.
../server/routes-broken.ts(3774,56): error TS1005: ';' expected.
../server/routes-broken.ts(3774,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(4279,44): error TS1005: ';' expected.
../server/routes-broken.ts(4279,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(4279,67): error TS1005: '(' expected.
../server/routes-broken.ts(4279,71): error TS1005: ')' expected.
../server/routes-broken.ts(4292,21): error TS1005: ';' expected.
../server/routes-broken.ts(4292,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(4292,114): error TS1002: Unterminated string literal.
../server/routes-broken.ts(4294,10): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(4295,7): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(4338,5): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(4338,7): error TS1005: 'try' expected.
../server/routes-broken.ts(4347,3): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(4347,4): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(4577,1): error TS1128: Declaration or statement expected.
../server/services/social-quest-activity-templates.ts(125,88): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,90): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,95): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,98): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,102): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,106): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,109): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,112): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,119): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(125,120): error TS1003: Identifier expected.
../server/services/social-quest-activity-templates.ts(125,123): error TS1002: Unterminated string literal.
../server/services/social-quest-activity-templates.ts(126,5): error TS1005: ':' expected.
../server/services/social-quest-activity-templates.ts(126,13): error TS1005: ',' expected.
../server/services/social-quest-activity-templates.ts(126,17): error TS1005: ':' expected.
